date,topic,question,response
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Neutral
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Fairly
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Fairly
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Fairly
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Fairly
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Agree
Apr 19th,Activity,belong,Agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
Apr 19th,Activity,interesting,Very
Apr 19th,Activity,included,Strongly agree
Apr 19th,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Neutral
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Somewhat
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Somewhat
May 3rd,Activity,included,NA
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Fairly
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Agree
May 3rd,Activity,belong,Agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
May 3rd,Activity,interesting,Very
May 3rd,Activity,included,Strongly agree
May 3rd,Activity,belong,Strongly agree
